Epoch	Best	Worst	Actors	Total	Average
1		1		0		1		1		0.03333333333333333
2		2		0		5		7		0.23333333333333334
3		2		0		10		14		0.4666666666666667
4		3		0		13		29		0.9666666666666667
5		3		0		14		30		1.0
6		3		0		11		27		0.9
7		3		0		15		33		1.1
8		4		0		12		38		1.2666666666666666
9		8		0		13		69		2.3
10		4		0		17		42		1.4
11		2		0		17		20		0.6666666666666666
12		1		0		11		11		0.36666666666666664
13		3		0		11		20		0.6666666666666666
14		3		0		12		29		0.9666666666666667
15		7		0		15		64		2.1333333333333333
16		8		0		12		68		2.2666666666666666
17		2		0		14		15		0.5
18		3		0		14		17		0.5666666666666667
19		3		0		13		18		0.6
20		2		0		9		10		0.3333333333333333
21		4		0		14		27		0.9
22		2		0		14		21		0.7
23		4		0		12		36		1.2
24		2		0		20		29		0.9666666666666667
25		3		0		15		31		1.0333333333333334
26		3		0		17		28		0.9333333333333333
27		3		0		19		36		1.2
28		2		0		11		19		0.6333333333333333
29		3		0		13		29		0.9666666666666667
30		5		0		16		49		1.6333333333333333
31		2		0		16		27		0.9
32		4		0		16		41		1.3666666666666667
33		5		0		14		49		1.6333333333333333
34		2		0		14		22		0.7333333333333333
35		4		0		15		20		0.6666666666666666
36		2		0		7		9		0.3
37		2		0		13		20		0.6666666666666666
38		2		0		8		11		0.36666666666666664
39		3		0		14		19		0.6333333333333333
40		3		0		11		18		0.6
41		2		0		13		19		0.6333333333333333
42		2		0		13		15		0.5
43		1		0		9		9		0.3
44		3		0		12		18		0.6
45		2		0		13		15		0.5
46		3		0		12		16		0.5333333333333333
47		2		0		11		15		0.5
48		3		0		18		20		0.6666666666666666
49		2		0		11		13		0.43333333333333335
50		3		0		12		17		0.5666666666666667
51		2		0		15		19		0.6333333333333333
52		2		0		15		25		0.8333333333333334
53		2		0		16		25		0.8333333333333334
54		3		0		15		33		1.1
55		3		0		20		30		1.0
56		6		0		17		49		1.6333333333333333
57		2		0		15		17		0.5666666666666667
58		3		0		12		20		0.6666666666666666
59		1		0		8		8		0.26666666666666666
60		2		0		14		23		0.7666666666666667
61		2		0		16		25		0.8333333333333334
62		3		0		10		28		0.9333333333333333
63		3		0		13		30		1.0
64		2		0		8		11		0.36666666666666664
65		4		0		16		29		0.9666666666666667
66		3		0		13		25		0.8333333333333334
67		2		0		10		13		0.43333333333333335
68		2		0		17		24		0.8
69		4		0		17		37		1.2333333333333334
70		4		0		14		41		1.3666666666666667
71		3		0		16		34		1.1333333333333333
72		3		0		16		33		1.1
73		4		0		18		45		1.5
74		3		0		14		31		1.0333333333333334
75		2		0		16		18		0.6
76		2		0		15		20		0.6666666666666666
77		2		0		6		9		0.3
78		2		0		14		18		0.6
79		2		0		8		9		0.3
80		2		0		11		13		0.43333333333333335
81		5		0		11		32		1.0666666666666667
82		3		0		16		37		1.2333333333333334
83		3		0		11		27		0.9
84		2		0		16		27		0.9
85		3		0		14		31		1.0333333333333334
86		7		0		15		63		2.1
87		2		0		18		21		0.7
88		2		0		6		9		0.3
89		2		0		12		14		0.4666666666666667
90		2		0		7		9		0.3
91		3		0		18		26		0.8666666666666667
92		3		0		18		26		0.8666666666666667
93		1		0		18		18		0.6
94		4		0		15		35		1.1666666666666667
95		1		0		14		14		0.4666666666666667
96		2		0		14		15		0.5
97		2		0		18		30		1.0
98		4		0		13		35		1.1666666666666667
99		2		0		16		25		0.8333333333333334
100		2		0		17		28		0.9333333333333333
101		2		0		16		25		0.8333333333333334
102		4		0		17		41		1.3666666666666667
103		2		0		10		18		0.6
104		4		0		15		42		1.4
105		3		0		16		32		1.0666666666666667
106		3		0		14		30		1.0
107		2		0		11		12		0.4
108		3		0		9		21		0.7
109		4		0		15		39		1.3
110		4		0		12		36		1.2
111		5		0		19		54		1.8
112		5		0		13		45		1.5
113		5		0		17		49		1.6333333333333333
114		3		0		14		31		1.0333333333333334
115		3		0		14		31		1.0333333333333334
116		4		0		14		41		1.3666666666666667
117		2		0		14		15		0.5
118		4		0		14		35		1.1666666666666667
119		4		0		12		37		1.2333333333333334
120		2		0		16		18		0.6
121		2		0		13		17		0.5666666666666667
122		2		0		9		10		0.3333333333333333
123		2		0		14		22		0.7333333333333333
124		1		0		17		17		0.5666666666666667
125		1		0		12		12		0.4
126		3		0		13		29		0.9666666666666667
127		3		0		19		35		1.1666666666666667
128		3		0		14		32		1.0666666666666667
129		3		0		13		32		1.0666666666666667
130		6		0		17		58		1.9333333333333333
131		5		0		18		53		1.7666666666666666
132		5		0		14		47		1.5666666666666667
133		5		0		16		49		1.6333333333333333
134		2		0		14		22		0.7333333333333333
135		2		0		13		14		0.4666666666666667
136		2		0		14		16		0.5333333333333333
137		3		0		11		19		0.6333333333333333
138		3		0		8		16		0.5333333333333333
139		2		0		11		15		0.5
140		5		0		19		52		1.7333333333333334
141		3		0		19		37		1.2333333333333334
142		2		0		14		23		0.7666666666666667
143		4		0		15		40		1.3333333333333333
144		3		0		13		23		0.7666666666666667
145		2		0		15		25		0.8333333333333334
146		3		0		15		32		1.0666666666666667
147		3		0		12		28		0.9333333333333333
148		4		0		15		39		1.3
149		2		0		12		13		0.43333333333333335
150		3		0		16		30		1.0
151		3		0		13		31		1.0333333333333334
152		4		0		16		43		1.4333333333333333
153		2		0		10		12		0.4
154		2		0		13		14		0.4666666666666667
155		2		0		18		21		0.7
156		2		0		13		17		0.5666666666666667
157		2		0		8		10		0.3333333333333333
158		4		0		9		16		0.5333333333333333
159		1		0		10		10		0.3333333333333333
160		3		0		15		19		0.6333333333333333
161		3		0		11		18		0.6
162		2		0		8		9		0.3
163		2		0		11		17		0.5666666666666667
164		3		0		15		25		0.8333333333333334
165		3		0		12		25		0.8333333333333334
166		5		0		18		51		1.7
167		2		0		15		24		0.8
168		4		0		14		39		1.3
